date_call_up,month_matches,matches,num_matches,competition,national_team,coach,player_name,birth_date,player_id,player_main_position,player_first_alternative_position,player_second_alternative_position,club,minutes_played_club,minutes_played_national_team,avg_score_club,avg_score_national_team,league_tier,games_starting_xi,starter_rate,original_call_up_list,out_injury,out_personal_reason,replacement,is_currently_injured,estimated_recovery_days
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Alisson,,,Goalkeeper,,,Liverpool,,,,,,6,1,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Bento,,,Goalkeeper,,,Athletico-PR,,,,,,0,0,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Ederson,,,Goalkeeper,,,Manchester City,,,,,,0,0,x,x,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Rafael,,,Goalkeeper,,,São Paulo,,,,,,0,0,,,,x,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Danilo,,,Full-back,Centre-back,,Juventus,,,,,,5,0.83,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Yan Couto,,,Full-back,,,Girona,,,,,,1,0.17,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Guilherme Arana,,,Full-back,,,Atlético-MG,,,,,,3,0.5,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Wendell,,,Full-back,,,Porto,,,,,,3,0.5,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Lucas Beraldo,,,Centre-back,,,PSG,,,,,,1,0.17,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Bremer,,,Centre-back,,,Juventus,,,,,,1,0.17,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Éder Militão,,,Centre-back,Full-back,,Real Madrid,,,,,,5,0.83,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Gabriel Magalhães,,,Centre-back,,,Arsenal,,,,,,0,0,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Marquinhos,,,Centre-back,,,PSG,,,,,,5,0.83,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Andreas Pereira,,,Midfielder,,,Fulham,,,,,,1,0.17,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Bruno Guimarães,,,Midfielder,,,Newcastle,,,,,,5,0.83,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Douglas Luiz,,,Midfielder,,,Aston Villa,,,,,,1,0.17,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Éderson,,,Midfielder,,,Atalanta,,,,,,1,0.17,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,João Gomes,,,Midfielder,,,Wolverhampton,,,,,,5,0.83,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Lucas Paquetá,,,Midfielder,,,West Ham,,,,,,5,0.83,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Endrick,,,Forward,,,Palmeiras,,,,,,1,0.17,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Evanilson,,,Forward,,,Porto,,,,,,1,0.17,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Gabriel Martinelli,,,Forward,,,Arsenal,,,,,,1,0.17,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Pepê,,,Forward,Midfielder,Full-back,Porto,,,,,,0,0,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Raphinha,,,Forward,,,Barcelona,,,,,,4,0.67,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Rodrygo,,,Forward,,,Real Madrid,,,,,,5,0.83,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Savinho,,,Forward,,,Girona,,,,,,2,0.33,x,,,,,
5/10/2024,June 2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Vinícius Júnior,,,Forward,,,Real Madrid,,,,,,4,0.67,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Alisson,,,Goalkeeper,,,Liverpool,,,,,,2,1,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Bento,,,Goalkeeper,,,Al-Nassr,,,,,,0,0,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Ederson,,,Goalkeeper,,,Manchester City,,,,,,0,0,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Danilo,,,Full-back,Centre-back,,Juventus,,,,,,2,1,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Yan Couto,,,Full-back,,,Borussia Dortmund,,,,,,0,0,x,x,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,William,,,Full-back,,,Cruzeiro,,,,,,0,0,,,,x,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Guilherme Arana,,,Full-back,,,Atlético-MG,,,,,,2,1,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Wendell,,,Full-back,,,Porto,,,,,,0,0,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Beraldo,,,Centre-back,,,PSG,,,,,,0,0,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Éder Militão,,,Centre-back,Full-back,,Real Madrid,,,,,,0,0,x,x,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Fabrício Bruno,,,Centre-back,,,Flamengo,,,,,,0,0,,,,x,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Magalhães,,,Centre-back,,,Arsenal,,,,,,2,1,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Marquinhos,,,Centre-back,,,PSG,,,,,,2,1,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,André,,,Midfielder,,,Fluminense,,,,,,2,1,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Bruno Guimarães,,,Midfielder,,,Newcastle,,,,,,2,1,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Gerson,,,Midfielder,,,Flamengo,,,,,,0,0,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,João Gomes,,,Midfielder,,,Wolverhampton,,,,,,0,0,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Paquetá,,,Midfielder,,,West Ham,,,,,,2,1,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Rodrygo,,,Midfielder,Forward,,Real Madrid,,,,,,2,1,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Endrick,,,Forward,,,Real Madrid,,,,,,1,0.5,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Estêvão,,,Forward,,,Palmeiras,,,,,,0,0,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Luiz Henrique,,,Forward,,,Botafogo,,,,,,1,0.5,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,João Pedro,,,Forward,,,Brighton,,,,,,0,0,x,,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Pedro,,,Forward,,,Flamengo,,,,,,0,0,x,x,,,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Moura,,,Forward,,,São Paulo,,,,,,0,0,,,,x,,
8/23/2024,September 2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Vinícius Júnior,,,Forward,,,Real Madrid,,,,,,2,1,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Bento,,,Goalkeeper,,,Al-Nassr,,,,,,0,0,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Ederson,,,Goalkeeper,,,Manchester City,,,,,,2,1,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Alisson,,,Goalkeeper,,,Liverpool,,,,,,0,0,x,x,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Weverton,,,Goalkeeper,,,Palmeiras,,,,,,0,0,,,,x,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Danilo,,,Full-back,Centre-back,,Juventus,,,,,,1,0.5,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Vanderson,,,Full-back,,,Monaco,,,,,,1,0.5,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Abner,,,Full-back,,,Lyon,,,,,,2,1,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Guilherme Arana,,,Full-back,,,Atlético-MG,,,,,,0,0,x,x,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Alex Telles,,,Full-back,,,Botafogo,,,,,,0,0,,,,x,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Bremer,,,Centre-back,,,Juventus,,,,,,0,0,x,x,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Beraldo,,,Centre-back,,,PSG,,,,,,0,0,,,,x,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Éder Militão,,,Centre-back,,,Real Madrid,,,,,,0,0,x,x,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Fabrício Bruno,,,Centre-back,,,Flamengo,,,,,,0,0,,,,x,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Magalhães,,,Centre-back,,,Arsenal,,,,,,2,1,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Marquinhos,,,Centre-back,,,PSG,,,,,,2,1,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,André,,,Midfielder,,,Wolverhampton,,,,,,1,0.5,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Bruno Guimarães,,,Midfielder,,,Newcastle,,,,,,1,0.5,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Gerson,,,Midfielder,,,Flamengo,,,,,,1,0.5,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Paquetá,,,Midfielder,,,West Ham,,,,,,1,0.5,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Rodrygo,,,Midfielder,Forward,,Real Madrid,,,,,,2,1,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Andreas Pereira,,,Midfielder,,,Fulham,,,,,,0,0,,,,x,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Vinícius Júnior,,,Forward,,,Real Madrid,,,,,,0,0,x,x,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Endrick,,,Forward,,,Real Madrid,,,,,,0,0,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Igor Jesus,,,Forward,,,Botafogo,,,,,,2,1,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Martinelli,,,Forward,,,Arsenal,,,,,,0,0,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Luiz Henrique,,,Forward,,,Botafogo,,,,,,0,0,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Raphinha,,,Forward,,,Barcelona,,,,,,2,1,x,,,,,
9/27/2024,October 2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Savinho,,,Forward,,,Manchester City,,,,,,2,1,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Weverton,,,Goalkeeper,,,Palmeiras,,,,,,0,0,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Ederson,,,Goalkeeper,,,Manchester City,,,,,,2,1,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Bento,,,Goalkeeper,,,Al-Nassr,,,,,,0,0,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Danilo,,,Full-back,Centre-back,,Juventus,,,,,,1,0.5,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Vanderson,,,Full-back,,,Monaco,,,,,,1,0.5,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Abner,,,Full-back,,,Lyon,,,,,,2,1,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Guilherme Arana,,,Full-back,,,Atlético-MG,,,,,,0,0,x,x,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Alex Telles,,,Full-back,,,Botafogo,,,,,,0,0,,,,x,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Éder Militão,,,Centre-back,Full-back,,Real Madrid,,,,,,0,0,x,x,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Léo Ortiz,,,Centre-back,,,Flamengo,,,,,,0,0,,,,x,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Magalhães,,,Centre-back,,,Arsenal,,,,,,2,1,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Marquinhos,,,Centre-back,,,PSG,,,,,,2,1,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Murillo,,,Centre-back,,,Nottingham Forest,,,,,,0,0,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,André,,,Midfielder,,,Wolverhampton,,,,,,0,0,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Andreas Pereira,,,Midfielder,,,Fulham,,,,,,0,0,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Bruno Guimarães,,,Midfielder,,,Newcastle,,,,,,2,1,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Gerson,,,Midfielder,,,Flamengo,,,,,,2,1,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Paquetá,,,Midfielder,,,West Ham,,,,,,0,0,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Raphinha,,,Midfielder,,,Barcelona,,,,,,2,1,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Estêvão,,,Forward,,,Palmeiras,,,,,,0,0,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Igor Jesus,,,Forward,,,Botafogo,,,,,,2,1,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Luiz Henrique,,,Forward,,,Botafogo,,,,,,0,0,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Rodrygo,,,Forward,,,Real Madrid,,,,,,0,0,x,x,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Martinelli,,,Forward,,,Arsenal,,,,,,0,0,,,,x,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Savinho,,,Forward,,,Manchester City,,,,,,2,1,x,,,,,
11/1/2024,November 2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Vinícius Júnior,,,Forward,,,Real Madrid,,,,,,2,1,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Alisson,,,Goalkeeper,,,Liverpool,,,,,,1,0.5,x,x,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Bento,,,Goalkeeper,,,Al-Nassr,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Ederson,,,Goalkeeper,,,Manchester City,,,,,,0,0,x,x,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Weverton,,,Goalkeeper,,,Palmeiras,,,,,,0,0,,,,x,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Perri,,,Goalkeeper,,,Lyon,,,,,,0,0,,,,x,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Danilo,,,Full-back,Centre-back,,Flamengo,,,,,,0,0,x,x,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Alex Sandro,,,Full-back,Centre-back,,Flamengo,,,,,,0,0,,,,x,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Magalhães,,,Centre-back,,,Arsenal,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Guilherme Arana,,,Full-back,,,Atlético-MG,,,,,,2,1,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Léo Ortiz,,,Centre-back,,,Flamengo,,,,,,0,0,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Marquinhos,,,Centre-back,,,PSG,,,,,,2,1,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Murillo,,,Centre-back,,,Nottingham Forest,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Vanderson,,,Full-back,,,Monaco,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Wesley,,,Full-back,,,Flamengo,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,André,,,Midfielder,,,Wolverhampton,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Bruno Guimarães,,,Midfielder,,,Newcastle,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Gerson,,,Midfielder,,,Flamengo,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Joelinton,,,Midfielder,,,Newcastle,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Matheus Cunha,,,Midfielder,Forward,,Wolverhampton,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Neymar,,,Midfielder,Forward,,Santos,,,,,,0,0,x,x,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Endrick,,,Forward,,,Real Madrid,,,,,,0,0,,,,x,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Estêvão,,,Forward,,,Palmeiras,,,,,,0,0,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,João Pedro,,,Forward,,,Brighton,,,,,,1,0.5,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Raphinha,,,Forward,,,Barcelona,,,,,,2,1,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Rodrygo,,,Forward,Midfielder,,Real Madrid,,,,,,2,1,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Savinho,,,Forward,,,Manchester City,,,,,,0,0,x,,,,,
3/6/2025,March 2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Vinícius Júnior,,,Forward,,,Real Madrid,,,,,,2,1,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Alisson,,,Goalkeeper,,,Liverpool,,,,,,2,1,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Bento,,,Goalkeeper,,,Al-Nassr,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Hugo Souza,,,Goalkeeper,,,Corinthians,,,,,,0,0,x,,,,,
5/26/2025,June 2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Alex Sandro,,,Full-back,Centre-back,,Flamengo,,,,,,2,1,x,,,,,
