date_call_up,month_matches,matches,num_matches,competition,national_team,coach,player_name,birth_date,player_id,player_main_position,player_first_alternative_position,player_second_alternative_position,club,minutes_played_club,minutes_played_national_team,avg_score_club,avg_score_national_team,league_tier,games_starting_xi,starter_rate,original_call_up_list,out_injury,out_personal_reason,replacement,is_currently_injured,estimated_recovery_days,sofascore_id,games_club,games_nt
11/6/2023,01/11/2023,COL x BRA / BRA x ARG,2,world cup qualifiers,Brazil,Fernando Diniz,Gabriel Jesus,03/04/1997,GabrielJesus1997,Forward,,,Arsenal,149,90,76,64,,1,5,x,,,,,,794839,2,1
11/6/2023,01/11/2023,COL x BRA / BRA x ARG,2,world cup qualifiers,Brazil,Fernando Diniz,Gabriel Martinelli,18/06/2001,GabrielMartinelli2001,Forward,,,Arsenal,347,168,738,71,,2,10,x,,,,,,922573,5,2
11/6/2023,01/11/2023,COL x BRA / BRA x ARG,2,world cup qualifiers,Brazil,Fernando Diniz,João Pedro,26/09/2001,JoãoPedro2001,Forward,,,Brighton,197,63,66,68,,0,0,x,,,,,,975079,4,1
11/6/2023,01/11/2023,COL x BRA / BRA x ARG,2,world cup qualifiers,Brazil,Fernando Diniz,Paulinho,15/07/2000,Paulinho2000,Forward,,,Atlético-MG,523,21,747,66,,0,0,x,,,,,,885179,6,1
11/6/2023,01/11/2023,COL x BRA / BRA x ARG,2,world cup qualifiers,Brazil,Fernando Diniz,Pepê,24/02/1997,Pepê1997,Forward,Midfielder,Full-back,Porto,263,9,72,65,,0,0,x,,,,,,882664,4,1
11/6/2023,01/11/2023,COL x BRA / BRA x ARG,2,world cup qualifiers,Brazil,Fernando Diniz,Raphinha,14/12/1996,Raphinha1996,Forward,,,Barcelona,34,154,705,695,,2,10,x,,,,,,831005,2,2
11/6/2023,01/11/2023,COL x BRA / BRA x ARG,2,world cup qualifiers,Brazil,Fernando Diniz,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,357,27,69,72,,1,5,x,,,,,,868812,4,1
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Bento,10/06/1999,Bento1999,Goalkeeper,,,Athletico-PR,1260,180,731,745,,2,10,x,,,,,,1016104,14,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Ederson,17/08/1993,Ederson1993,Goalkeeper,,,Manchester City,1684,0,695,,,0,0,x,x,,,,,254491,20,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Léo Jardim,20/03/1995,LéoJardim1995,Goalkeeper,,,Vasco da Gama,1530,0,714,,,0,0,,,,x,,,595598,17,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Rafael,23/06/1989,Rafael1989,Goalkeeper,,,São Paulo,1440,0,711,,,0,0,x,,,,,,33132,16,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Danilo,15/07/1991,Danilo1991,Full-back,Centre-back,,Juventus,1292,0,694,,,2,10,x,,,,,,1064039,20,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Yan Couto,03/06/2002,YanCouto2002,Full-back,,,Girona,1192,45,708,67,,0,0,x,,,,,,1002813,18,1
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Ayrton Lucas,19/06/1997,AyrtonLucas1997,Full-back,,,Flamengo,1010,0,713,,,0,0,x,,,,,,818473,14,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Wendell,20/07/1993,Wendell1993,Full-back,,,Porto,966,179,749,66,,2,10,x,,,,,,335033,14,2
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Fabrício Bruno,12/02/1996,FabrícioBruno1996,Centre-back,,,Cruzeiro,360,90,728,65,,1,5,x,,,,,,840220,4,1
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Fabrício Bruno,12/02/1996,FabrícioBruno1996,Centre-back,,,Cruzeiro,161,31,685,68,,0,0,x,,,,,,840220,2,2
8/18/2023,01/09/2023,BRA x BOL / PER x BRA,2,world cup qualifiers,Brazil,Fernando Diniz,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,427,174,661,72,,2,10,x,,,,,,869792,7,2
9/23/2023,01/10/2023,BRA x VEN / URU x BRA,2,world cup qualifiers,Brazil,Fernando Diniz,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,180,180,71,735,,2,10,x,,,,,,869792,2,2
11/6/2023,01/11/2023,COL x BRA / BRA x ARG,2,world cup qualifiers,Brazil,Fernando Diniz,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,360,154,692,645,,2,10,x,,,,,,869792,4,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,1791,0,738,,,0,0,x,x,,,,,869792,20,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,André,16/07/2001,André2001,Midfielder,,,Fluminense,1124,45,698,64,,0,0,x,,,,,,1035996,15,1
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Andreas Pereira,01/01/1996,AndreasPereira1996,Midfielder,,,Fulham,1475,64,709,665,,0,0,x,,,,,,285949,21,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Bruno Guimarães,16/11/1997,BrunoGuimarães1997,Midfielder,,,Newcastle,1984,124,744,68,,2,10,x,,,,,,866469,22,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Casemiro,23/02/1992,Casemiro1992,Midfielder,,,Manchester United,702,0,716,,,0,0,x,x,,,,,122951,9,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Pepê,24/02/1997,Pepê1997,Forward,Midfielder,Full-back,Porto,1497,0,715,,,0,0,,,,x,,,882664,21,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Douglas Luiz,09/05/1998,DouglasLuiz1998,Midfielder,,,Aston Villa,1774,30,731,685,,0,0,x,,,,,,867887,21,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,João Gomes,12/02/2001,JoãoGomes2001,Midfielder,,,Wolverhampton,1153,135,684,64,,2,10,x,,,,,,1015267,15,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Lucas Paquetá,27/08/1997,LucasPaquetá1997,Midfielder,,,West Ham,1088,161,714,695,,2,10,x,,,,,,839981,15,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Pablo Maia,10/01/2002,PabloMaia2002,Midfielder,,,São Paulo,1357,1,694,,,0,0,x,,,,,,1120721,16,1
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Endrick,21/07/2006,Endrick2006,Forward,,,Palmeiras,705,64,726,705,,0,0,x,,,,,,1174937,16,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Gabriel Martinelli,18/06/2001,GabrielMartinelli2001,Forward,,,Arsenal,1248,0,718,,,0,0,x,x,,,,,922573,18,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Galeno,22/10/1997,Galeno1997,Forward,,,Porto,1191,8,751,71,,0,0,,,,x,,,845754,22,1
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Raphinha,14/12/1996,Raphinha1996,Forward,,,Barcelona,837,123,75,655,,2,10,x,,,,,,831005,15,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Richarlison,10/05/1997,Richarlison1997,Forward,,,Tottenham,993,0,718,,,0,0,x,,,,,,840217,14,0
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Rodrygo,09/01/2001,Rodrygo2001,Forward,,,Real Madrid,1640,153,73,74,,2,10,x,,,,,,910536,23,2
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Savinho,10/04/2004,Savinho2004,Forward,,,Girona,1439,12,722,65,,0,0,x,,,,,,1046795,18,1
3/11/2024,01/03/2024,ING x BRA / ESP x BRA,2,friendly,Brazil,Dorival Júnior,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,1237,160,745,64,,2,10,x,,,,,,868812,14,2
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Alisson,02/10/1992,Alisson1992,Goalkeeper,,,Liverpool,540,90,725,64,,6,10,x,,,,,,243609,6,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Bento,10/06/1999,Bento1999,Goalkeeper,,,Athletico-PR,990,0,722,,,0,0,x,,,,,,1016104,11,0
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Ederson,17/08/1993,Ederson1993,Goalkeeper,,,Manchester City,435,0,714,,,0,0,x,x,,,,,254491,5,0
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Rafael,23/06/1989,Rafael1989,Goalkeeper,,,São Paulo,810,0,683,,,0,0,,,,x,,,33132,9,0
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Danilo,15/07/1991,Danilo1991,Full-back,Centre-back,,Juventus,504,0,73,,,5,83,x,,,,,,1064039,6,0
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Yan Couto,03/06/2002,YanCouto2002,Full-back,,,Girona,392,90,672,75,,1,17,x,,,,,,1002813,6,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Guilherme Arana,14/04/1997,GuilhermeArana1997,Full-back,,,Atlético-MG,986,90,754,62,,3,5,x,,,,,,1127439,12,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Wendell,20/07/1993,Wendell1993,Full-back,,,Porto,621,0,707,,,3,5,x,,,,,,335033,7,0
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,900,0,691,,,0,0,x,,,,,,869792,10,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,168,4,76,,,2,10,x,,,,,,869792,2,1
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,298,180,74,74,,2,10,x,,,,,,869792,4,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,234,180,697,775,,2,10,x,,,,,,869792,3,2
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,1878,90,725,70,,1,5,x,,,,,,869792,22,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Andreas Pereira,01/01/1996,AndreasPereira1996,Midfielder,,,Fulham,545,61,746,74,,1,17,x,,,,,,285949,7,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Bruno Guimarães,16/11/1997,BrunoGuimarães1997,Midfielder,,,Newcastle,629,16,757,68,,5,83,x,,,,,,866469,7,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Douglas Luiz,09/05/1998,DouglasLuiz1998,Midfielder,,,Aston Villa,799,74,673,68,,1,17,x,,,,,,867887,9,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Éderson,07/07/1999,Éderson1999,Midfielder,,,Atalanta,842,84,683,66,,1,17,x,,,,,,946888,12,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,João Gomes,12/02/2001,JoãoGomes2001,Midfielder,,,Wolverhampton,657,15,675,63,,5,83,x,,,,,,1015267,8,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Lucas Paquetá,27/08/1997,LucasPaquetá1997,Midfielder,,,West Ham,706,29,691,65,,5,83,x,,,,,,839981,8,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Endrick,21/07/2006,Endrick2006,Forward,,,Palmeiras,837,29,712,72,,1,17,x,,,,,,1174937,12,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Evanilson,06/10/1999,Evanilson1999,Forward,,,Porto,422,61,702,67,,1,17,x,,,,,,998490,5,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Gabriel Martinelli,18/06/2001,GabrielMartinelli2001,Forward,,,Arsenal,282,61,659,69,,1,17,x,,,,,,922573,10,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Pepê,24/02/1997,Pepê1997,Forward,Midfielder,Full-back,Porto,680,29,739,65,,0,0,x,,,,,,882664,8,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Raphinha,14/12/1996,Raphinha1996,Forward,,,Barcelona,417,0,75,,,4,67,x,,,,,,831005,7,0
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Rodrygo,09/01/2001,Rodrygo2001,Forward,,,Real Madrid,479,0,72,,,5,83,x,,,,,,910536,6,0
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Savinho,10/04/2004,Savinho2004,Forward,,,Girona,423,74,72,73,,2,33,x,,,,,,1046795,5,1
5/10/2024,01/06/2024,MEX x BRA (friendly) / EUA x BRA (friendly) / BRA x CRC / PAR x BRA / BRA x COL / URU x BRA,6,continental tournament,Brazil,Dorival Júnior,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,516,16,73,74,,4,67,x,,,,,,868812,8,1
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Alisson,02/10/1992,Alisson1992,Goalkeeper,,,Liverpool,90,360,71,72,,2,10,x,,,,,,243609,1,4
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Bento,10/06/1999,Bento1999,Goalkeeper,,,Al-Nassr,360,0,695,,,0,0,x,,,,,,1016104,4,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Ederson,17/08/1993,Ederson1993,Goalkeeper,,,Manchester City,180,0,715,,,0,0,x,,,,,,254491,2,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Danilo,15/07/1991,Danilo1991,Full-back,Centre-back,,Juventus,15,0,63,,,2,10,x,,,,,,1064039,1,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Yan Couto,03/06/2002,YanCouto2002,Full-back,,,Borussia Dortmund,31,0,71,,,0,0,x,x,,,,,1002813,1,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,William,03/04/1995,William1995,Full-back,,,Cruzeiro,855,0,737,,,0,0,,,,x,,,604274,10,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Guilherme Arana,14/04/1997,GuilhermeArana1997,Full-back,,,Atlético-MG,778,180,741,735,,2,10,x,,,,,,1127439,9,2
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Wendell,20/07/1993,Wendell1993,Full-back,,,Porto,0,176,,64,,0,0,x,,,,,,335033,0,2
8/25/2025,01/09/2025,BRA x CHI / BOL x BRA,2,world cup qualifiers,Brazil,Carlo Ancelotti,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,271,90,725,73,,1,5,x,,,,,,869792,4,1
10/1/2025,01/10/2025,COR x BRA / JAP x BRA,2,friendly,Brazil,Carlo Ancelotti,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,454,90,727,71,,1,5,x,,,,,,869792,6,1
11/3/2025,01/11/2025,SEN x BRA / TUN x BRA,2,friendly,Brazil,Carlo Ancelotti,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,362,64,766,69,,1,5,x,,,,,,869792,5,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Gabriel Magalhães,19/12/1997,GabrielMagalhães1997,Centre-back,,,Arsenal,1537,0,725,,1,0,0,x,,,,,,869792,19,0
3/3/2023,01/03/2023,MAR x BRA,1,friendly,Brazil,Ramon Menezes,Ibañez,23/11/1998,Ibañez1998,Centre-back,,,Roma,1080,0,713,,,1,10,x,,,,,,888949,14,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,André,16/07/2001,André2001,Midfielder,,,Fluminense,893,0,712,,,2,10,x,,,,,,1035996,10,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Bruno Guimarães,16/11/1997,BrunoGuimarães1997,Midfielder,,,Newcastle,90,335,74,728,,2,10,x,,,,,,866469,1,4
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Gerson,20/05/1997,Gerson1997,Midfielder,,,Flamengo,967,0,708,,,0,0,x,,,,,,611876,12,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,João Gomes,12/02/2001,JoãoGomes2001,Midfielder,,,Wolverhampton,84,327,66,668,,0,0,x,,,,,,1015267,1,4
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Paquetá,27/08/1997,LucasPaquetá1997,Midfielder,,,West Ham,74,295,68,74,,2,10,x,,,,,,839981,1,4
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Rodrygo,09/01/2001,Rodrygo2001,Midfielder,Forward,,Real Madrid,166,329,76,70,,2,10,x,,,,,,910536,2,4
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Endrick,21/07/2006,Endrick2006,Forward,,,Real Madrid,0,130,,653,,1,5,x,,,,,,1174937,0,4
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Estêvão,24/04/2007,Estêvão2007,Forward,,,Palmeiras,500,0,701,,,0,0,x,,,,,,1597265,7,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Luiz Henrique,02/01/2001,LuizHenrique2001,Forward,,,Botafogo,887,0,728,,,1,5,x,,,,,,1035995,12,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,João Pedro,26/09/2001,JoãoPedro2001,Forward,,,Brighton,82,0,71,,,0,0,x,,,,,,975079,1,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Pedro,20/06/1997,Pedro1997,Forward,,,Flamengo,708,0,723,,,0,0,x,x,,,,,840219,9,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Moura,13/08/1992,LucasMoura1992,Forward,,,São Paulo,882,0,738,,,0,0,,,,x,,,149710,11,0
8/23/2024,01/09/2024,BRA x EQU / PAR x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Vinícius Júnior,12/07/2000,ViníciusJúnior2000,Forward,,,Real Madrid,176,251,72,72,,2,10,x,,,,,,868812,2,3
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Bento,10/06/1999,Bento1999,Goalkeeper,,,Al-Nassr,450,0,688,,,0,0,x,,,,,,1016104,5,0
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Ederson,17/08/1993,Ederson1993,Goalkeeper,,,Manchester City,270,180,713,70,,2,10,x,,,,,,254491,3,2
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Alisson,02/10/1992,Alisson1992,Goalkeeper,,,Liverpool,180,0,65,,,0,0,x,x,,,,,243609,2,0
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Weverton,13/12/1987,Weverton1987,Goalkeeper,,,Palmeiras,180,0,755,,,0,0,,,,x,,,243529,2,0
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Danilo,15/07/1991,Danilo1991,Full-back,Centre-back,,Juventus,0,0,,,,1,5,x,,,,,,1064039,0,0
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Vanderson,21/06/2001,Vanderson2001,Full-back,,,Monaco,176,90,82,73,,1,5,x,,,,,,1090694,2,1
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Abner,27/05/2000,Abner2000,Full-back,,,Lyon,155,175,755,695,,2,10,x,,,,,,973838,2,2
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Guilherme Arana,14/04/1997,GuilhermeArana1997,Full-back,,,Atlético-MG,265,0,693,,,0,0,x,x,,,,,1127439,3,0
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Alex Telles,15/12/1992,AlexTelles1992,Full-back,,,Botafogo,167,0,677,,,0,0,,,,x,,,312110,4,0
5/28/2023,01/06/2023,BRA x GUI / BRA x SEN,2,friendly,Brazil,Ramon Menezes,Ibañez,23/11/1998,Ibañez1998,Centre-back,,,Roma,832,0,694,,,0,0,x,,,,,,888949,11,0
8/18/2023,01/09/2023,BRA x BOL / PER x BRA,2,world cup qualifiers,Brazil,Fernando Diniz,Ibañez,23/11/1998,Ibañez1998,Centre-back,,,Al-Ahli,333,13,69,66,,0,0,x,,,,,,888949,5,1
3/16/2026,01/03/2026,BRA x FRA / BRA x CRO,2,friendly,Brazil,Carlo Ancelotti,Ibañez,23/11/1998,Ibañez1998,Centre-back,,,Al-Ahli,1863,80,736,67,,1,5,x,,,,,,888949,22,2
11/1/2024,01/11/2024,VEN x BRA / BRA x URU,2,world cup qualifiers,Brazil,Dorival Júnior,Léo Ortiz,03/01/1996,LéoOrtiz1996,Centre-back,,,Flamengo,332,0,67,,,0,0,,,,x,,,869643,4,0
3/6/2025,01/03/2025,BRA x COL / ARG x BRA,2,world cup qualifiers,Brazil,Dorival Júnior,Léo Ortiz,03/01/1996,LéoOrtiz1996,Centre-back,,,Flamengo,838,46,73,62,,0,0,x,,,,,,869643,11,2
5/26/2025,01/06/2025,EQU x BRA / BRA x PAR,2,world cup qualifiers,Brazil,Carlo Ancelotti,Léo Ortiz,03/01/1996,LéoOrtiz1996,Centre-back,,,Flamengo,1183,0,729,,,0,0,x,,,,,,869643,14,0
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,André,16/07/2001,André2001,Midfielder,,,Wolverhampton,167,56,715,65,,1,5,x,,,,,,1035996,2,2
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Bruno Guimarães,16/11/1997,BrunoGuimarães1997,Midfielder,,,Newcastle,177,124,67,73,,1,5,x,,,,,,866469,2,2
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Gerson,20/05/1997,Gerson1997,Midfielder,,,Flamengo,360,135,77,71,,1,5,x,,,,,,611876,4,2
9/27/2024,01/10/2024,CHI x BRA / BRA x PER,2,world cup qualifiers,Brazil,Dorival Júnior,Lucas Paquetá,27/08/1997,LucasPaquetá1997,Midfielder,,,West Ham,148,45,64,64,,1,5,x,,,,,,839981,3,1
